1622294400000000000,1000000
1623734400000000000,1000000
1623734460000000000,1000000
1623734520000000000,1000000
1623734580000000000,1000000
1623734640000000000,1000000
1623734700000000000,1000000
1623734760000000000,1000000
1623734820000000000,1000000
1623734880000000000,1000000
1623734940000000000,1000000
1623735000000000000,1000000
1623735060000000000,1000000
1623735120000000000,1000000
1623735180000000000,1000000
1623735240000000000,1000000
1623735300000000000,1000000
1623735360000000000,1000000
1623735420000000000,1000000
1623735480000000000,1000000
1623735540000000000,1000000
1623735600000000000,1000000
1623735660000000000,1000000
1623735720000000000,1000000
1623735780000000000,1000000
1623735840000000000,1000000
1623735900000000000,1000000
1623735960000000000,1000000
1623736020000000000,1000000
1623736080000000000,1000000
1623736140000000000,1000000
1623736200000000000,1000000
1623736260000000000,1000000
1623736320000000000,1000000
1623736380000000000,1000000
1623736440000000000,1000000
1623736500000000000,1000000
1623736560000000000,1000000
1623736620000000000,1000000
1623736680000000000,1000000
1623736740000000000,1000000
1623736800000000000,1000000
1623736860000000000,1000000
1623736920000000000,1000000
1623736980000000000,1000000
1623737040000000000,1000000
1623737100000000000,1000000
1623737160000000000,1000000
1623737220000000000,1000000
1623737280000000000,1000000
1623737340000000000,1000000
1623737400000000000,1000000
1623737460000000000,1000000
1623737520000000000,1000000
1623737580000000000,1000000
1623737640000000000,1000000
1623737700000000000,1000000
1623737760000000000,1000000
1623737820000000000,1000000
1623737880000000000,1000000
1623737940000000000,1000000
1623738000000000000,1000000
1623738060000000000,1000000
1623738120000000000,1000000
1623738180000000000,1000000
1623738240000000000,1000000
1623738300000000000,1000000
1623738360000000000,1000000
1623738420000000000,1000000
1623738480000000000,1000000
1623738540000000000,1000000
1623738600000000000,1000000
1623738660000000000,1000000
1623738720000000000,1000000
1623738780000000000,1000000
1623738840000000000,1000000
1623738900000000000,1000000
1623738960000000000,1000000
1623739020000000000,1000000
1623739080000000000,1000000
1623739140000000000,1000000
1623739200000000000,1000000
1623739260000000000,1000000
1623739320000000000,1000000
1623739380000000000,1000000
1623739440000000000,1000000
1623739500000000000,1000000
1623739560000000000,1000000
1623739620000000000,1000000
1623739680000000000,1000000
1623739740000000000,1000000
1623739800000000000,1000000
1623739860000000000,1000000
1623739920000000000,1000000
1623739980000000000,1000000
1623740040000000000,1000000
1623740100000000000,1000000
1623740160000000000,1000000
1623740220000000000,1000000
1623740280000000000,1000000
1623740340000000000,1000000
1623740400000000000,1000000
1623740460000000000,1000000
1623740520000000000,1000000
1623740580000000000,1000000
1623740640000000000,1000000
1623740700000000000,1000000
1623740760000000000,1000000
1623740820000000000,1000000
1623740880000000000,1000000
1623740940000000000,1000000
1623741000000000000,1000000
1623741060000000000,1000000
1623741120000000000,1000000
1623741180000000000,1000000
1623741240000000000,1000000
1623741300000000000,1000000
1623741360000000000,1000000
1623741420000000000,1000000
1623741480000000000,1000000
1623741540000000000,1000000
1623741600000000000,1000000
1623741660000000000,1000000
