1.50294E+18,1000000,8/17/17,17395.16667,date,,balance,date,balance,,
1.53819E+18,1163529.155,,,9/29/18,1162509.82,2325019.64,9/29/18,2325019.64,,
1.53819E+18,1165991.605,,,9/29/18,1163529.155,2327058.31,9/29/18,2327058.31,,
1.53819E+18,1163311.287,,,9/29/18,1165991.605,2331983.209,9/29/18,2331983.209,,
1.53819E+18,1166809.127,,,9/29/18,1163311.287,2326622.575,9/29/18,2326622.575,,
1.53819E+18,1164387.149,,,9/29/18,1166809.127,2333618.254,9/29/18,2333618.254,,
1.53819E+18,1165788.178,,,9/29/18,1164387.149,2328774.299,9/29/18,2328774.299,,
1.53819E+18,1164714.626,,,9/29/18,1165788.178,2331576.356,9/29/18,2331576.356,,
1.53819E+18,1163694.91,,,9/29/18,1164714.626,2329429.251,9/29/18,2329429.251,,
1.53819E+18,1168268.793,,,9/29/18,1163694.91,2327389.821,9/29/18,2327389.821,,
1.53819E+18,1168699.22,,,9/29/18,1168268.793,2336537.585,9/29/18,2336537.585,,
1.5382E+18,1166978.769,,,9/29/18,1168699.22,2337398.44,9/29/18,2337398.44,,
1.5382E+18,1167086.511,,,9/29/18,1166978.769,2333957.538,9/29/18,2333957.538,,
1.53837E+18,1206013.763,,,9/29/18,1167086.511,2334173.023,9/29/18,2334173.023,,
1.53886E+18,1197429.463,,,10/1/18,1206013.763,2412027.526,10/1/18,2412027.526,,
1.53889E+18,1200252.326,,,10/6/18,1197429.463,2394858.926,10/6/18,2394858.926,,
1.5389E+18,1186310.807,,,10/7/18,1200252.326,2400504.652,10/7/18,2400504.652,,
1.5389E+18,1186630.899,,,10/7/18,1186310.807,2372621.614,10/7/18,2372621.614,,
1.53891E+18,1185034.519,,,10/7/18,1186630.899,2373261.799,10/7/18,2373261.799,,
1.53891E+18,1188601.485,,,10/7/18,1185034.519,2370069.038,10/7/18,2370069.038,,
1.53909E+18,1175940.861,,,10/7/18,1188601.485,2377202.97,10/7/18,2377202.97,,
1.53909E+18,1175630.752,,,10/9/18,1175940.861,2351881.722,10/9/18,2351881.722,,
1.5391E+18,1178218.195,,,10/9/18,1175630.752,2351261.504,10/9/18,2351261.504,,
1.53912E+18,1180336.197,,,10/9/18,1178218.195,2356436.391,10/9/18,2356436.391,,
1.53912E+18,1181059.502,,,10/9/18,1180336.197,2360672.394,10/9/18,2360672.394,,
1.53913E+18,1177132.404,,,10/9/18,1181059.502,2362119.004,10/9/18,2362119.004,,
1.53913E+18,1175636.915,,,10/10/18,1177132.404,2354264.809,10/10/18,2354264.809,,
1.53913E+18,1176772.125,,,10/10/18,1175636.915,2351273.829,10/10/18,2351273.829,,
1.53913E+18,1176978.578,,,10/10/18,1176772.125,2353544.25,10/10/18,2353544.25,,
1.53914E+18,1172642.091,,,10/10/18,1176978.578,2353957.156,10/10/18,2353957.156,,
1.53914E+18,1173468.933,,,10/10/18,1172642.091,2345284.182,10/10/18,2345284.182,,
1.53914E+18,1172590.791,,,10/10/18,1173468.933,2346937.866,10/10/18,2346937.866,,
1.53914E+18,1172745.582,,,10/10/18,1172590.791,2345181.582,10/10/18,2345181.582,,
1.53956E+18,1154976.636,,,10/10/18,1172745.582,2345491.164,10/10/18,2345491.164,,
1.53968E+18,1121256.206,,,10/14/18,1154976.636,2309953.272,10/14/18,2309953.272,,
1.53968E+18,1121832.583,,,10/16/18,1121256.206,2242512.413,10/16/18,2242512.413,,
1.53968E+18,1121727.766,,,10/16/18,1121832.583,2243665.166,10/16/18,2243665.166,,
1.53969E+18,1120524.61,,,10/16/18,1121727.766,2243455.531,10/16/18,2243455.531,,
1.53969E+18,1122092.963,,,10/16/18,1120524.61,2241049.221,10/16/18,2241049.221,,
1.5397E+18,1121831.65,,,10/16/18,1122092.963,2244185.927,10/16/18,2244185.927,,
1.5397E+18,1116137.887,,,10/16/18,1121831.65,2243663.3,10/16/18,2243663.3,,
1.5397E+18,1116660.701,,,10/16/18,1116137.887,2232275.775,10/16/18,2232275.775,,
1.5397E+18,1115930.485,,,10/16/18,1116660.701,2233321.401,10/16/18,2233321.401,,
1.53971E+18,1113012.488,,,10/16/18,1115930.485,2231860.97,10/16/18,2231860.97,,
1.53971E+18,1112335.637,,,10/16/18,1113012.488,2226024.975,10/16/18,2226024.975,,
1.53971E+18,1107847.253,,,10/16/18,1112335.637,2224671.275,10/16/18,2224671.275,,
1.53971E+18,1107951.484,,,10/16/18,1107847.253,2215694.507,10/16/18,2215694.507,,
1.53971E+18,1106600.019,,,10/16/18,1107951.484,2215902.967,10/16/18,2215902.967,,
1.53971E+18,1105769.375,,,10/16/18,1106600.019,2213200.038,10/16/18,2213200.038,,
1.53971E+18,1104834.038,,,10/16/18,1105769.375,2211538.75,10/16/18,2211538.75,,
1.53971E+18,1104158.464,,,10/16/18,1104834.038,2209668.076,10/16/18,2209668.076,,
1.53971E+18,1103431.5,,,10/16/18,1104158.464,2208316.928,10/16/18,2208316.928,,
1.53971E+18,1107113.789,,,10/16/18,1103431.5,2206863.001,10/16/18,2206863.001,,
1.53972E+18,1100476.92,,,10/16/18,1107113.789,2214227.578,10/16/18,2214227.578,,
1.5402E+18,1094716.11,,,10/16/18,1100476.92,2200953.84,10/16/18,2200953.84,,
1.5402E+18,1093551.794,,,10/22/18,1094716.11,2189432.221,10/22/18,2189432.221,,
1.54043E+18,1082184.425,,,10/22/18,1093551.794,2187103.588,10/22/18,2187103.588,,
1.54044E+18,1085750.36,,,10/25/18,1082184.425,2164368.85,10/25/18,2164368.85,,
1.54044E+18,1086657.276,,,10/25/18,1085750.36,2171500.72,10/25/18,2171500.72,,
1.54044E+18,1086284.043,,,10/25/18,1086657.276,2173314.553,10/25/18,2173314.553,,
1.54044E+18,1086870.449,,,10/25/18,1086284.043,2172568.087,10/25/18,2172568.087,,
1.54044E+18,1086070.881,,,10/25/18,1086870.449,2173740.898,10/25/18,2173740.898,,
1.54048E+18,1087455.331,,,10/25/18,1086070.881,2172141.762,10/25/18,2172141.762,,
1.54058E+18,1079164.99,,,10/25/18,1087455.331,2174910.663,10/25/18,2174910.663,,
1.54065E+18,1078109.434,,,10/26/18,1079164.99,2158329.981,10/26/18,2158329.981,,
1.54066E+18,1079326.917,,,10/27/18,1078109.434,2156218.867,10/27/18,2156218.867,,
1.54066E+18,1079432.722,,,10/27/18,1079326.917,2158653.834,10/27/18,2158653.834,,
1.54071E+18,1079168.035,,,10/27/18,1079432.722,2158865.444,10/27/18,2158865.444,,
1.54076E+18,1075640.492,,,10/28/18,1079168.035,2158336.07,10/28/18,2158336.07,,
1.54081E+18,1067449.549,,,10/28/18,1075640.492,2151280.983,10/28/18,2151280.983,,
1.54124E+18,1074543.98,,,10/29/18,1067449.549,2134899.097,10/29/18,2134899.097,,
1.54125E+18,1074597.699,,,11/3/18,1074543.98,2149087.959,11/3/18,2149087.959,,
1.54125E+18,1075296.983,,,11/3/18,1074597.699,2149195.398,11/3/18,2149195.398,,
1.54125E+18,1075243.221,,,11/3/18,1075296.983,2150593.966,11/3/18,2150593.966,,
1.54125E+18,1075028.266,,,11/3/18,1075243.221,2150486.441,11/3/18,2150486.441,,
1.54125E+18,1075350.681,,,11/3/18,1075028.266,2150056.532,11/3/18,2150056.532,,
1.54125E+18,1075243.253,,,11/3/18,1075350.681,2150701.361,11/3/18,2150701.361,,
1.54125E+18,1074813.511,,,11/3/18,1075243.253,2150486.506,11/3/18,2150486.506,,
1.54125E+18,1074813.511,,,11/3/18,1074813.511,2149627.022,11/3/18,2149627.022,,
1.54125E+18,1074759.711,,,11/3/18,1074813.511,2149627.022,11/3/18,2149627.022,,
1.54125E+18,1074867.311,,,11/3/18,1074759.711,2149519.422,11/3/18,2149519.422,,
1.54126E+18,1074705.869,,,11/3/18,1074867.311,2149734.622,11/3/18,2149734.622,,
1.54126E+18,1074974.791,,,11/3/18,1074705.869,2149411.739,11/3/18,2149411.739,,
1.54129E+18,1075297.27,,,11/3/18,1074974.791,2149949.582,11/3/18,2149949.582,,
1.5413E+18,1075782.371,,,11/3/18,1075297.27,2150594.54,11/3/18,2150594.54,,
1.54144E+18,1108446.317,,,11/4/18,1075782.371,2151564.743,11/4/18,2151564.743,,
1.54144E+18,1108233.619,,,11/5/18,1108446.317,2216892.634,11/5/18,2216892.634,,
1.54145E+18,1106904.483,,,11/5/18,1108233.619,2216467.239,11/5/18,2216467.239,,
1.54145E+18,1105683.965,,,11/5/18,1106904.483,2213808.966,11/5/18,2213808.966,,
1.54145E+18,1107009.852,,,11/5/18,1105683.965,2211367.929,11/5/18,2211367.929,,
1.54145E+18,1106267.252,,,11/5/18,1107009.852,2214019.704,11/5/18,2214019.704,,
1.54145E+18,1106320.263,,,11/5/18,1106267.252,2212534.503,11/5/18,2212534.503,,
1.54145E+18,1106214.332,,,11/5/18,1106320.263,2212640.526,11/5/18,2212640.526,,
1.54145E+18,1106320.227,,,11/5/18,1106214.332,2212428.663,11/5/18,2212428.663,,
1.54145E+18,1106690.786,,,11/5/18,1106320.227,2212640.454,11/5/18,2212640.454,,
1.54145E+18,1106584.87,,,11/5/18,1106690.786,2213381.572,11/5/18,2213381.572,,
1.54146E+18,1107326.617,,,11/5/18,1106584.87,2213169.74,11/5/18,2213169.74,,
1.54146E+18,1106373.398,,,11/5/18,1107326.617,2214653.234,11/5/18,2214653.234,,
1.54146E+18,1106479.233,,,11/5/18,1106373.398,2212746.796,11/5/18,2212746.796,,
1.54165E+18,1140343.995,,,11/5/18,1106479.233,2212958.466,11/5/18,2212958.466,,
1.54165E+18,1144592.487,,,11/8/18,1140343.995,2280687.99,11/8/18,2280687.99,,
1.54166E+18,1141614.422,,,11/8/18,1144592.487,2289184.974,11/8/18,2289184.974,,
1.54169E+18,1134773.044,,,11/8/18,1141614.422,2283228.843,11/8/18,2283228.843,,
1.54195E+18,1116337.758,,,11/8/18,1134773.044,2269546.088,11/8/18,2269546.088,,
1.54196E+18,1112572.126,,,11/11/18,1116337.758,2232675.516,11/11/18,2232675.516,,
1.54196E+18,1113685.289,,,11/11/18,1112572.126,2225144.252,11/11/18,2225144.252,,
1.54212E+18,1099259.101,,,11/11/18,1113685.289,2227370.578,11/11/18,2227370.578,,
1.54256E+18,1096288.993,,,11/13/18,1099259.101,2198518.201,11/13/18,2198518.201,,
1.54259E+18,1072095.722,,,11/18/18,1096288.993,2192577.985,11/18/18,2192577.985,,
1.54325E+18,974843.7086,,,11/19/18,1072095.722,2144191.443,11/19/18,2144191.443,,
1.54326E+18,1003822.641,,,11/26/18,974843.7086,1949687.417,11/26/18,1949687.417,,
1.54327E+18,994338.7285,,,11/26/18,1003822.641,2007645.282,11/26/18,2007645.282,,
1.54327E+18,993882.582,,,11/26/18,994338.7285,1988677.457,11/26/18,1988677.457,,
1.54327E+18,1004742.134,,,11/26/18,993882.582,1987765.164,11/26/18,1987765.164,,
1.54328E+18,986335.883,,,11/26/18,1004742.134,2009484.267,11/26/18,2009484.267,,
1.54331E+18,974447.8979,,,11/27/18,986335.883,1972671.766,11/27/18,1972671.766,,
1.5435E+18,988921.1138,,,11/27/18,974447.8979,1948895.796,11/27/18,1948895.796,,
1.5435E+18,990916.9639,,,11/29/18,988921.1138,1977842.228,11/29/18,1977842.228,,
1.5435E+18,981227.2772,,,11/29/18,990916.9639,1981833.928,11/29/18,1981833.928,,
1.54351E+18,984546.95,,,11/29/18,981227.2772,1962454.554,11/29/18,1962454.554,,
1.54352E+18,967888.8689,,,11/29/18,984546.95,1969093.9,11/29/18,1969093.9,,
1.54352E+18,967971.4921,,,11/29/18,967888.8689,1935777.738,11/29/18,1935777.738,,
1.54353E+18,953718.5654,,,11/29/18,967971.4921,1935942.984,11/29/18,1935942.984,,
1.54354E+18,935511.1083,,,11/29/18,953718.5654,1907437.131,11/29/18,1907437.131,,
1.54356E+18,933595.7298,,,11/30/18,935511.1083,1871022.217,11/30/18,1871022.217,,
1.54381E+18,900555.8213,,,11/30/18,933595.7298,1867191.46,11/30/18,1867191.46,,
1.54431E+18,835138.3211,,,12/3/18,900555.8213,1801111.643,12/3/18,1801111.643,,
1.54447E+18,808738.6867,,,12/8/18,835138.3211,1670276.642,12/8/18,1670276.642,,
1.54449E+18,799385.9793,,,12/10/18,808738.6867,1617477.373,12/10/18,1617477.373,,
1.54474E+18,773333.7506,,,12/11/18,799385.9793,1598771.959,12/11/18,1598771.959,,
1.54526E+18,877780.3058,,,12/13/18,773333.7506,1546667.501,12/13/18,1546667.501,,
1.54529E+18,888742.5633,,,12/20/18,877780.3058,1755560.612,12/20/18,1755560.612,,
1.54542E+18,957802.39,,,12/20/18,888742.5633,1777485.127,12/20/18,1777485.127,,
1.54542E+18,953243.1099,,,12/21/18,957802.39,1915604.78,12/21/18,1915604.78,,
1.54544E+18,951370.6242,,,12/21/18,953243.1099,1906486.22,12/21/18,1906486.22,,
1.54545E+18,946308.2554,,,12/22/18,951370.6242,1902741.248,12/22/18,1902741.248,,
1.54546E+18,945414.6824,,,12/22/18,946308.2554,1892616.511,12/22/18,1892616.511,,
1.5457E+18,1158844.095,,,12/22/18,945414.6824,1890829.365,12/22/18,1890829.365,,
1.5457E+18,1138111.011,,,12/25/18,1158844.095,2317688.189,12/25/18,2317688.189,,
1.5457E+18,1144530.381,,,12/25/18,1138111.011,2276222.021,12/25/18,2276222.021,,
1.5457E+18,1148957.965,,,12/25/18,1144530.381,2289060.762,12/25/18,2289060.762,,
1.5457E+18,1152953.232,,,12/25/18,1148957.965,2297915.929,12/25/18,2297915.929,,
1.5457E+18,1160038.001,,,12/25/18,1152953.232,2305906.464,12/25/18,2305906.464,,
1.5457E+18,1157736.428,,,12/25/18,1160038.001,2320076.003,12/25/18,2320076.003,,
1.5457E+18,1151875.788,,,12/25/18,1157736.428,2315472.856,12/25/18,2315472.856,,
1.5457E+18,1150369.968,,,12/25/18,1151875.788,2303751.575,12/25/18,2303751.575,,
1.5457E+18,1145327.272,,,12/25/18,1150369.968,2300739.936,12/25/18,2300739.936,,
1.54571E+18,1141165.976,,,12/25/18,1145327.272,2290654.544,12/25/18,2290654.544,,
1.54571E+18,1142397.192,,,12/25/18,1141165.976,2282331.953,12/25/18,2282331.953,,
1.54571E+18,1140467.308,,,12/25/18,1142397.192,2284794.384,12/25/18,2284794.384,,
1.54571E+18,1138100.974,,,12/25/18,1140467.308,2280934.616,12/25/18,2280934.616,,
1.54571E+18,1137314.844,,,12/25/18,1138100.974,2276201.948,12/25/18,2276201.948,,
1.54571E+18,1134158.31,,,12/25/18,1137314.844,2274629.688,12/25/18,2274629.688,,
1.54571E+18,1131690.268,,,12/25/18,1134158.31,2268316.62,12/25/18,2268316.62,,
1.54571E+18,1126674.158,,,12/25/18,1131690.268,2263380.536,12/25/18,2263380.536,,
1.54571E+18,1098415.949,,,12/25/18,1126674.158,2253348.317,12/25/18,2253348.317,,
1.54571E+18,1094404.594,,,12/25/18,1098415.949,2196831.899,12/25/18,2196831.899,,
1.54571E+18,1095274.536,,,12/25/18,1094404.594,2188809.188,12/25/18,2188809.188,,
1.54571E+18,1093446.911,,,12/25/18,1095274.536,2190549.073,12/25/18,2190549.073,,
1.54572E+18,1089982.786,,,12/25/18,1093446.911,2186893.822,12/25/18,2186893.822,,
1.54572E+18,1088951.949,,,12/25/18,1089982.786,2179965.572,12/25/18,2179965.572,,
1.54572E+18,1086373.301,,,12/25/18,1088951.949,2177903.898,12/25/18,2177903.898,,
1.54572E+18,1076465.119,,,12/25/18,1086373.301,2172746.602,12/25/18,2172746.602,,
1.54574E+18,1062292.221,,,12/25/18,1076465.119,2152930.238,12/25/18,2152930.238,,
1.54575E+18,1051963.9,,,12/25/18,1062292.221,2124584.442,12/25/18,2124584.442,,
1.54614E+18,1054198.545,,,12/25/18,1051963.9,2103927.799,12/25/18,2103927.799,,
1.54614E+18,1053558.75,,,12/30/18,1054198.545,2108397.09,12/30/18,2108397.09,,
1.54614E+18,1056113.858,,,12/30/18,1053558.75,2107117.5,12/30/18,2107117.5,,
1.54614E+18,1058192.743,,,12/30/18,1056113.858,2112227.716,12/30/18,2112227.716,,
1.54614E+18,1054760.358,,,12/30/18,1058192.743,2116385.486,12/30/18,2116385.486,,
1.54614E+18,1056434.513,,,12/30/18,1054760.358,2109520.717,12/30/18,2109520.717,,
1.54614E+18,1053878.629,,,12/30/18,1056434.513,2112869.026,12/30/18,2112869.026,,
1.54614E+18,1054759.402,,,12/30/18,1053878.629,2107757.258,12/30/18,2107757.258,,
1.54614E+18,1057887.818,,,12/30/18,1054759.402,2109518.803,12/30/18,2109518.803,,
1.54614E+18,1058851.809,,,12/30/18,1057887.818,2115775.637,12/30/18,2115775.637,,
1.54614E+18,1056765.481,,,12/30/18,1058851.809,2117703.617,12/30/18,2117703.617,,
1.54614E+18,1062298.304,,,12/30/18,1056765.481,2113530.962,12/30/18,2113530.962,,
1.54614E+18,1060292.151,,,12/30/18,1062298.304,2124596.609,12/30/18,2124596.609,,
1.54614E+18,1066462.732,,,12/30/18,1060292.151,2120584.302,12/30/18,2120584.302,,
1.54615E+18,1066863.531,,,12/30/18,1066462.732,2132925.463,12/30/18,2132925.463,,
1.54652E+18,1117798.295,,,12/30/18,1066863.531,2133727.062,12/30/18,2133727.062,,
1.54653E+18,1116339.21,,,1/3/19,1117798.295,2235596.59,1/3/19,2235596.59,,
1.54654E+18,1111574.69,,,1/3/19,1116339.21,2232678.42,1/3/19,2232678.42,,
1.54654E+18,1120135.354,,,1/3/19,1111574.69,2223149.38,1/3/19,2223149.38,,
1.54656E+18,1127389.436,,,1/3/19,1120135.354,2240270.708,1/3/19,2240270.708,,
1.54662E+18,1085209.369,,,1/4/19,1127389.436,2254778.872,1/4/19,2254778.872,,
1.54675E+18,1074514.138,,,1/4/19,1085209.369,2170418.737,1/4/19,2170418.737,,
1.54676E+18,1077449.104,,,1/6/19,1074514.138,2149028.276,1/6/19,2149028.276,,
1.54676E+18,1078236.142,,,1/6/19,1077449.104,2154898.207,1/6/19,2154898.207,,
1.54676E+18,1077735.781,,,1/6/19,1078236.142,2156472.283,1/6/19,2156472.283,,
1.54676E+18,1073439.511,,,1/6/19,1077735.781,2155471.562,1/6/19,2155471.562,,
1.54676E+18,1072652.317,,,1/6/19,1073439.511,2146879.021,1/6/19,2146879.021,,
1.54676E+18,1067438.016,,,1/6/19,1072652.317,2145304.635,1/6/19,2145304.635,,
1.54676E+18,1067936.472,,,1/6/19,1067438.016,2134876.032,1/6/19,2134876.032,,
1.54676E+18,1067296.054,,,1/6/19,1067936.472,2135872.943,1/6/19,2135872.943,,
1.54676E+18,1068650.508,,,1/6/19,1067296.054,2134592.109,1/6/19,2134592.109,,
1.54676E+18,1066723.309,,,1/6/19,1068650.508,2137301.017,1/6/19,2137301.017,,
1.54676E+18,1066010.42,,,1/6/19,1066723.309,2133446.619,1/6/19,2133446.619,,
1.54676E+18,1064087.854,,,1/6/19,1066010.42,2132020.839,1/6/19,2132020.839,,
1.54676E+18,1065014.732,,,1/6/19,1064087.854,2128175.707,1/6/19,2128175.707,,
1.54676E+18,1066581.568,,,1/6/19,1065014.732,2130029.464,1/6/19,2130029.464,,
1.54679E+18,1075608.979,,,1/6/19,1066581.568,2133163.135,1/6/19,2133163.135,,
1.54759E+18,985410.6265,,,1/6/19,1075608.979,2151217.958,1/6/19,2151217.958,,
1.54759E+18,985910.8569,,,1/15/19,985410.6265,1970821.253,1/15/19,1970821.253,,
1.54759E+18,987248.4456,,,1/15/19,985910.8569,1971821.714,1/15/19,1971821.714,,
1.54759E+18,985657.4395,,,1/15/19,987248.4456,1974496.891,1/15/19,1974496.891,,
1.54759E+18,987499.8001,,,1/15/19,985657.4395,1971314.879,1/15/19,1971314.879,,
1.54759E+18,996612.3225,,,1/15/19,987499.8001,1974999.6,1/15/19,1974999.6,,
1.54762E+18,996111.2809,,,1/15/19,996612.3225,1993224.645,1/15/19,1993224.645,,
1.54799E+18,948850.2282,,,1/16/19,996111.2809,1992222.562,1/16/19,1992222.562,,
1.54799E+18,950059.7887,,,1/20/19,948850.2282,1897700.456,1/20/19,1897700.456,,
1.54799E+18,949576.6043,,,1/20/19,950059.7887,1900119.577,1/20/19,1900119.577,,
1.54799E+18,948129.3216,,,1/20/19,949576.6043,1899153.209,1/20/19,1899153.209,,
1.54799E+18,947163.7091,,,1/20/19,948129.3216,1896258.643,1/20/19,1896258.643,,
1.54799E+18,946278.6549,,,1/20/19,947163.7091,1894327.418,1/20/19,1894327.418,,
1.54799E+18,945876.5745,,,1/20/19,946278.6549,1892557.31,1/20/19,1892557.31,,
1.5483E+18,925016.9339,,,1/20/19,945876.5745,1891753.149,1/20/19,1891753.149,,
1.5483E+18,926942.5309,,,1/24/19,925016.9339,1850033.868,1/24/19,1850033.868,,
1.5483E+18,927904.6938,,,1/24/19,926942.5309,1853885.062,1/24/19,1853885.062,,
1.5483E+18,926940.8431,,,1/24/19,927904.6938,1855809.388,1/24/19,1855809.388,,
1.5483E+18,926780.2161,,,1/24/19,926940.8431,1853881.686,1/24/19,1853881.686,,
1.5483E+18,925091.8063,,,1/24/19,926780.2161,1853560.432,1/24/19,1853560.432,,
1.5483E+18,926538.8977,,,1/24/19,925091.8063,1850183.613,1/24/19,1850183.613,,
1.54854E+18,918657.2037,,,1/24/19,926538.8977,1853077.795,1/24/19,1853077.795,,
1.54856E+18,917858.1055,,,1/26/19,918657.2037,1837314.407,1/26/19,1837314.407,,
1.54858E+18,916980.0731,,,1/27/19,917858.1055,1835716.211,1/27/19,1835716.211,,
1.54858E+18,917059.8846,,,1/27/19,916980.0731,1833960.146,1/27/19,1833960.146,,
1.54858E+18,917059.8846,,,1/27/19,917059.8846,1834119.769,1/27/19,1834119.769,,
1.54858E+18,916578.1517,,,1/27/19,917059.8846,1834119.769,1/27/19,1834119.769,,
1.54858E+18,916257.1856,,,1/27/19,916578.1517,1833156.303,1/27/19,1833156.303,,
1.54859E+18,915693.7338,,,1/27/19,916257.1856,1832514.371,1/27/19,1832514.371,,
1.54859E+18,915533.014,,,1/27/19,915693.7338,1831387.468,1/27/19,1831387.468,,
1.54859E+18,913600.9561,,,1/27/19,915533.014,1831066.028,1/27/19,1831066.028,,
1.54894E+18,900279.7013,,,1/27/19,913600.9561,1827201.912,1/27/19,1827201.912,,
1.54894E+18,902472.6435,,,1/31/19,900279.7013,1800559.403,1/31/19,1800559.403,,
1.54895E+18,896565.8822,,,1/31/19,902472.6435,1804945.287,1/31/19,1804945.287,,
1.54895E+18,897925.0539,,,1/31/19,896565.8822,1793131.764,1/31/19,1793131.764,,
1.54895E+18,898858.8944,,,1/31/19,897925.0539,1795850.108,1/31/19,1795850.108,,
1.54895E+18,899028.8795,,,1/31/19,898858.8944,1797717.789,1/31/19,1797717.789,,
1.54895E+18,899113.7196,,,1/31/19,899028.8795,1798057.759,1/31/19,1798057.759,,
1.54895E+18,898180.6719,,,1/31/19,899113.7196,1798227.439,1/31/19,1798227.439,,
1.54895E+18,903268.0601,,,1/31/19,898180.6719,1796361.344,1/31/19,1796361.344,,
1.54895E+18,900213.0334,,,1/31/19,903268.0601,1806536.12,1/31/19,1806536.12,,
1.54895E+18,899788.8189,,,1/31/19,900213.0334,1800426.067,1/31/19,1800426.067,,
1.54895E+18,899788.8189,,,1/31/19,899788.8189,1799577.638,1/31/19,1799577.638,,
1.54896E+18,895895.4688,,,1/31/19,899788.8189,1799577.638,1/31/19,1799577.638,,
1.54896E+18,895556.5881,,,1/31/19,895895.4688,1791790.938,1/31/19,1791790.938,,
1.54896E+18,894119.9981,,,1/31/19,895556.5881,1791113.176,1/31/19,1791113.176,,
1.54896E+18,893106.4249,,,1/31/19,894119.9981,1788239.996,1/31/19,1788239.996,,
1.54896E+18,893022.1205,,,1/31/19,893106.4249,1786212.85,1/31/19,1786212.85,,
1.54898E+18,892349.0785,,,1/31/19,893022.1205,1786044.241,1/31/19,1786044.241,,
1.54898E+18,882424.7411,,,2/1/19,892349.0785,1784698.157,2/1/19,1784698.157,,
1.54898E+18,884367.8781,,,2/1/19,882424.7411,1764849.482,2/1/19,1764849.482,,
1.54899E+18,879888.1504,,,2/1/19,884367.8781,1768735.756,2/1/19,1768735.756,,
1.54899E+18,880056.7961,,,2/1/19,879888.1504,1759776.301,2/1/19,1759776.301,,
1.54899E+18,884032.8393,,,2/1/19,880056.7961,1760113.592,2/1/19,1760113.592,,
1.54899E+18,882765.0361,,,2/1/19,884032.8393,1768065.679,2/1/19,1768065.679,,
1.5492E+18,884652.015,,,2/1/19,882765.0361,1765530.072,2/1/19,1765530.072,,
1.5492E+18,883668.0436,,,2/3/19,884652.015,1769304.03,2/3/19,1769304.03,,
1.5492E+18,885796.7898,,,2/3/19,883668.0436,1767336.087,2/3/19,1767336.087,,
1.5492E+18,885059.8897,,,2/3/19,885796.7898,1771593.58,2/3/19,1771593.58,,
1.5492E+18,882768.9061,,,2/3/19,885059.8897,1770119.779,2/3/19,1770119.779,,
1.5492E+18,883259.1318,,,2/3/19,882768.9061,1765537.812,2/3/19,1765537.812,,
1.5492E+18,883259.1318,,,2/3/19,883259.1318,1766518.264,2/3/19,1766518.264,,
1.5492E+18,882522.8455,,,2/3/19,883259.1318,1766518.264,2/3/19,1766518.264,,
1.54922E+18,880558.7913,,,2/3/19,882522.8455,1765045.691,2/3/19,1765045.691,,
1.54922E+18,880640.706,,,2/3/19,880558.7913,1761117.583,2/3/19,1761117.583,,
1.54922E+18,880313.1706,,,2/3/19,880640.706,1761281.412,2/3/19,1761281.412,,
1.54922E+18,879740.319,,,2/3/19,880313.1706,1760626.341,2/3/19,1760626.341,,
1.54922E+18,879412.9662,,,2/3/19,879740.319,1759480.638,2/3/19,1759480.638,,
1.54922E+18,882849.7563,,,2/3/19,879412.9662,1758825.932,2/3/19,1758825.932,,
1.54922E+18,875725.4173,,,2/3/19,882849.7563,1765699.513,2/3/19,1765699.513,,
1.54922E+18,875561.8647,,,2/3/19,875725.4173,1751450.835,2/3/19,1751450.835,,
1.54923E+18,875561.8647,,,2/3/19,875561.8647,1751123.729,2/3/19,1751123.729,,
1.54923E+18,874987.8358,,,2/3/19,875561.8647,1751123.729,2/3/19,1751123.729,,
1.54923E+18,875644.4406,,,2/3/19,874987.8358,1749975.672,2/3/19,1749975.672,,
1.54923E+18,874249.1399,,,2/3/19,875644.4406,1751288.881,2/3/19,1751288.881,,
1.54923E+18,872854.6874,,,2/3/19,874249.1399,1748498.28,2/3/19,1748498.28,,
1.54923E+18,870885.9822,,,2/3/19,872854.6874,1745709.375,2/3/19,1745709.375,,
1.54923E+18,871460.2263,,,2/3/19,870885.9822,1741771.964,2/3/19,1741771.964,,
1.54923E+18,871542.1933,,,2/3/19,871460.2263,1742920.453,2/3/19,1742920.453,,
1.54923E+18,871050.2173,,,2/3/19,871542.1933,1743084.387,2/3/19,1743084.387,,
1.54923E+18,870804.1911,,,2/3/19,871050.2173,1742100.435,2/3/19,1742100.435,,
1.54923E+18,871459.9322,,,2/3/19,870804.1911,1741608.382,2/3/19,1741608.382,,
1.54928E+18,876695.9488,,,2/3/19,871459.9322,1742919.864,2/3/19,1742919.864,,
1.54928E+18,874573.3785,,,2/4/19,876695.9488,1753391.898,2/4/19,1753391.898,,
1.54928E+18,874573.3785,,,2/4/19,874573.3785,1749146.757,2/4/19,1749146.757,,
1.54932E+18,877422.935,,,2/4/19,874573.3785,1749146.757,2/4/19,1749146.757,,
1.54959E+18,869334.1561,,,2/4/19,877422.935,1754845.87,2/4/19,1754845.87,,
1.5496E+18,869500.9865,,,2/8/19,869334.1561,1738668.312,2/8/19,1738668.312,,
1.54981E+18,968779.9257,,,2/8/19,869500.9865,1739001.973,2/8/19,1739001.973,,
1.54986E+18,966366.599,,,2/10/19,968779.9257,1937559.851,2/10/19,1937559.851,,
