1.50294E+18,1000000,8/17/17,17395.16667,date,,balance,date,balance,,
1.56887E+18,1349386.365,,,9/19/19,1349716.046,2699432.093,9/19/19,2699432.093,,
1.56888E+18,1352481.749,,,9/19/19,1349386.365,2698772.73,9/19/19,2698772.73,,
1.56911E+18,1319543.846,,,9/19/19,1352481.749,2704963.498,9/19/19,2704963.498,,
1.56976E+18,1257093.159,,,9/22/19,1319543.846,2639087.691,9/22/19,2639087.691,,
1.56997E+18,1286090.753,,,9/29/19,1257093.159,2514186.319,9/29/19,2514186.319,,
1.56997E+18,1289311.671,,,10/1/19,1286090.753,2572181.506,10/1/19,2572181.506,,
1.56997E+18,1287035.05,,,10/1/19,1289311.671,2578623.342,10/1/19,2578623.342,,
1.56997E+18,1290327.164,,,10/1/19,1287035.05,2574070.101,10/1/19,2574070.101,,
1.56998E+18,1276694.929,,,10/1/19,1290327.164,2580654.328,10/1/19,2580654.328,,
1.56998E+18,1278578.245,,,10/2/19,1276694.929,2553389.859,10/2/19,2553389.859,,
1.56999E+18,1271616.79,,,10/2/19,1278578.245,2557156.489,10/2/19,2557156.489,,
1.56999E+18,1267779.868,,,10/2/19,1271616.79,2543233.581,10/2/19,2543233.581,,
1.56999E+18,1271327.867,,,10/2/19,1267779.868,2535559.736,10/2/19,2535559.736,,
1.56999E+18,1270893.614,,,10/2/19,1271327.867,2542655.734,10/2/19,2542655.734,,
1.56999E+18,1270386.883,,,10/2/19,1270893.614,2541787.228,10/2/19,2541787.228,,
1.56999E+18,1272993.7,,,10/2/19,1270386.883,2540773.765,10/2/19,2540773.765,,
1.56999E+18,1273138.633,,,10/2/19,1272993.7,2545987.4,10/2/19,2545987.4,,
1.56999E+18,1272485.47,,,10/2/19,1273138.633,2546277.266,10/2/19,2546277.266,,
1.56999E+18,1271904.48,,,10/2/19,1272485.47,2544970.94,10/2/19,2544970.94,,
1.56999E+18,1273502.906,,,10/2/19,1271904.48,2543808.959,10/2/19,2543808.959,,
1.57003E+18,1269729.963,,,10/2/19,1273502.906,2547005.812,10/2/19,2547005.812,,
1.57027E+18,1246094.399,,,10/2/19,1269729.963,2539459.927,10/2/19,2539459.927,,
1.57028E+18,1239666.49,,,10/5/19,1246094.399,2492188.799,10/5/19,2492188.799,,
1.57035E+18,1231506.164,,,10/5/19,1239666.49,2479332.98,10/5/19,2479332.98,,
1.57076E+18,1319828.529,,,10/6/19,1231506.164,2463012.328,10/6/19,2463012.328,,
1.57078E+18,1292624.167,,,10/11/19,1319828.529,2639657.058,10/11/19,2639657.058,,
1.57115E+18,1259688.373,,,10/11/19,1292624.167,2585248.333,10/11/19,2585248.333,,
1.57115E+18,1258446.226,,,10/15/19,1259688.373,2519376.746,10/15/19,2519376.746,,
1.57115E+18,1258653.267,,,10/15/19,1258446.226,2516892.452,10/15/19,2516892.452,,
1.57115E+18,1257412.11,,,10/15/19,1258653.267,2517306.534,10/15/19,2517306.534,,
1.57116E+18,1241048.94,,,10/15/19,1257412.11,2514824.221,10/15/19,2514824.221,,
1.57116E+18,1240636.099,,,10/15/19,1241048.94,2482097.879,10/15/19,2482097.879,,
1.57116E+18,1242081.762,,,10/15/19,1240636.099,2481272.198,10/15/19,2481272.198,,
1.57116E+18,1240221.504,,,10/15/19,1242081.762,2484163.525,10/15/19,2484163.525,,
1.57116E+18,1242639.835,,,10/15/19,1240221.504,2480443.008,10/15/19,2480443.008,,
1.57116E+18,1243814.209,,,10/15/19,1242639.835,2485279.669,10/15/19,2485279.669,,
1.57117E+18,1244366.353,,,10/15/19,1243814.209,2487628.418,10/15/19,2487628.418,,
1.57117E+18,1242849.182,,,10/15/19,1244366.353,2488732.706,10/15/19,2488732.706,,
1.57117E+18,1240849.089,,,10/15/19,1242849.182,2485698.365,10/15/19,2485698.365,,
1.5717E+18,1234101.119,,,10/15/19,1240849.089,2481698.177,10/15/19,2481698.177,,
1.5717E+18,1232749.823,,,10/21/19,1234101.119,2468202.238,10/21/19,2468202.238,,
1.5717E+18,1231116.79,,,10/21/19,1232749.823,2465499.646,10/21/19,2465499.646,,
1.57171E+18,1230904.427,,,10/22/19,1231116.79,2462233.58,10/22/19,2462233.58,,
1.57171E+18,1227439.442,,,10/22/19,1230904.427,2461808.854,10/22/19,2461808.854,,
1.57173E+18,1217690.07,,,10/22/19,1227439.442,2454878.884,10/22/19,2454878.884,,
1.5721E+18,1296751.388,,,10/22/19,1217690.07,2435380.141,10/22/19,2435380.141,,
1.5721E+18,1296751.388,,,10/26/19,1296751.388,2593502.775,10/26/19,2593502.775,,
1.5721E+18,1294656.756,,,10/26/19,1296751.388,2593502.775,10/26/19,2593502.775,,
1.57211E+18,1296755.831,,,10/26/19,1294656.756,2589313.512,10/26/19,2589313.512,,
1.57211E+18,1295737.231,,,10/26/19,1296755.831,2593511.662,10/26/19,2593511.662,,
1.57211E+18,1299569.481,,,10/26/19,1295737.231,2591474.463,10/26/19,2591474.463,,
1.57211E+18,1275534.056,,,10/26/19,1299569.481,2599138.962,10/26/19,2599138.962,,
1.57211E+18,1276682.198,,,10/26/19,1275534.056,2551068.112,10/26/19,2551068.112,,
1.57211E+18,1272080.25,,,10/26/19,1276682.198,2553364.395,10/26/19,2553364.395,,
1.57211E+18,1274100.332,,,10/26/19,1272080.25,2544160.5,10/26/19,2544160.5,,
1.57211E+18,1271293.631,,,10/26/19,1274100.332,2548200.664,10/26/19,2548200.664,,
1.57211E+18,1271798.194,,,10/26/19,1271293.631,2542587.262,10/26/19,2542587.262,,
1.57211E+18,1271798.194,,,10/26/19,1271798.194,2543596.388,10/26/19,2543596.388,,
1.57212E+18,1273750.833,,,10/26/19,1271798.194,2543596.388,10/26/19,2543596.388,,
1.57212E+18,1275057.45,,,10/26/19,1273750.833,2547501.665,10/26/19,2547501.665,,
1.57212E+18,1277751.249,,,10/26/19,1275057.45,2550114.901,10/26/19,2550114.901,,
1.57214E+18,1288304.66,,,10/26/19,1277751.249,2555502.499,10/26/19,2555502.499,,
1.57214E+18,1288017.011,,,10/27/19,1288304.66,2576609.319,10/27/19,2576609.319,,
1.57214E+18,1284060.5,,,10/27/19,1288017.011,2576034.023,10/27/19,2576034.023,,
1.57215E+18,1287582.145,,,10/27/19,1284060.5,2568121.001,10/27/19,2568121.001,,
1.57215E+18,1278682.539,,,10/27/19,1287582.145,2575164.291,10/27/19,2575164.291,,
1.57215E+18,1275732.925,,,10/27/19,1278682.539,2557365.079,10/27/19,2557365.079,,
1.57215E+18,1278610.962,,,10/27/19,1275732.925,2551465.849,10/27/19,2551465.849,,
1.57218E+18,1287304.535,,,10/27/19,1278610.962,2557221.925,10/27/19,2557221.925,,
1.57225E+18,1268965.971,,,10/27/19,1287304.535,2574609.071,10/27/19,2574609.071,,
1.57242E+18,1284484.061,,,10/28/19,1268965.971,2537931.943,10/28/19,2537931.943,,
1.57243E+18,1266675.628,,,10/30/19,1284484.061,2568968.123,10/30/19,2568968.123,,
1.57243E+18,1273613.655,,,10/30/19,1266675.628,2533351.257,10/30/19,2533351.257,,
1.57243E+18,1271601.016,,,10/30/19,1273613.655,2547227.31,10/30/19,2547227.31,,
1.57244E+18,1272225.413,,,10/30/19,1271601.016,2543202.032,10/30/19,2543202.032,,
1.57244E+18,1273678.324,,,10/30/19,1272225.413,2544450.825,10/30/19,2544450.825,,
1.57244E+18,1269577.557,,,10/30/19,1273678.324,2547356.648,10/30/19,2547356.648,,
1.57244E+18,1268184.352,,,10/30/19,1269577.557,2539155.114,10/30/19,2539155.114,,
1.57244E+18,1263505.384,,,10/30/19,1268184.352,2536368.704,10/30/19,2536368.704,,
1.57244E+18,1259883.798,,,10/30/19,1263505.384,2527010.769,10/30/19,2527010.769,,
1.57244E+18,1262381.094,,,10/30/19,1259883.798,2519767.596,10/30/19,2519767.596,,
1.57245E+18,1260367.22,,,10/30/19,1262381.094,2524762.189,10/30/19,2524762.189,,
1.57245E+18,1262655.154,,,10/30/19,1260367.22,2520734.44,10/30/19,2520734.44,,
1.57245E+18,1256341.265,,,10/30/19,1262655.154,2525310.308,10/30/19,2525310.308,,
1.57278E+18,1243382.936,,,10/30/19,1256341.265,2512682.53,10/30/19,2512682.53,,
1.5728E+18,1240839.421,,,11/3/19,1243382.936,2486765.872,11/3/19,2486765.872,,
1.5731E+18,1267406.857,,,11/3/19,1240839.421,2481678.841,11/3/19,2481678.841,,
1.5731E+18,1268143.726,,,11/7/19,1267406.857,2534813.714,11/7/19,2534813.714,,
1.57346E+18,1265092.879,,,11/7/19,1268143.726,2536287.451,11/7/19,2536287.451,,
1.57346E+18,1264414.904,,,11/11/19,1265092.879,2530185.759,11/11/19,2530185.759,,
1.57346E+18,1265433.068,,,11/11/19,1264414.904,2528829.808,11/11/19,2528829.808,,
1.57347E+18,1262918.951,,,11/11/19,1265433.068,2530866.136,11/11/19,2530866.136,,
1.57349E+18,1260813.084,,,11/11/19,1262918.951,2525837.902,11/11/19,2525837.902,,
1.57349E+18,1261355.644,,,11/11/19,1260813.084,2521626.167,11/11/19,2521626.167,,
1.57349E+18,1260610.198,,,11/11/19,1261355.644,2522711.287,11/11/19,2522711.287,,
1.57349E+18,1260271.303,,,11/11/19,1260610.198,2521220.395,11/11/19,2521220.395,,
1.57349E+18,1260745.494,,,11/11/19,1260271.303,2520542.606,11/11/19,2520542.606,,
1.57349E+18,1259593.15,,,11/11/19,1260745.494,2521490.988,11/11/19,2521490.988,,
1.57349E+18,1259254.311,,,11/11/19,1259593.15,2519186.301,11/11/19,2519186.301,,
1.57349E+18,1257695.521,,,11/11/19,1259254.311,2518508.621,11/11/19,2518508.621,,
1.5735E+18,1256950.116,,,11/11/19,1257695.521,2515391.042,11/11/19,2515391.042,,
1.5735E+18,1256679.135,,,11/11/19,1256950.116,2513900.231,11/11/19,2513900.231,,
1.5735E+18,1256543.667,,,11/11/19,1256679.135,2513358.27,11/11/19,2513358.27,,
1.5735E+18,1257967.263,,,11/11/19,1256543.667,2513087.335,11/11/19,2513087.335,,
1.5735E+18,1258711.827,,,11/11/19,1257967.263,2515934.526,11/11/19,2515934.526,,
1.57351E+18,1247369.088,,,11/11/19,1258711.827,2517423.653,11/11/19,2517423.653,,
1.57356E+18,1245890.358,,,11/11/19,1247369.088,2494738.176,11/11/19,2494738.176,,
1.57372E+18,1233402.861,,,11/12/19,1245890.358,2491780.716,11/12/19,2491780.716,,
1.57372E+18,1229753.232,,,11/14/19,1233402.861,2466805.722,11/14/19,2466805.722,,
1.57372E+18,1227827.949,,,11/14/19,1229753.232,2459506.464,11/14/19,2459506.464,,
1.57373E+18,1228292.205,,,11/14/19,1227827.949,2455655.898,11/14/19,2455655.898,,
1.57407E+18,1218584.544,,,11/14/19,1228292.205,2456584.409,11/14/19,2456584.409,,
1.57409E+18,1212254.082,,,11/18/19,1218584.544,2437169.088,11/18/19,2437169.088,,
1.57409E+18,1208259.676,,,11/18/19,1212254.082,2424508.163,11/18/19,2424508.163,,
1.57409E+18,1208592.724,,,11/18/19,1208259.676,2416519.351,11/18/19,2416519.351,,
1.5741E+18,1203266.493,,,11/18/19,1208592.724,2417185.447,11/18/19,2417185.447,,
1.57411E+18,1192841.884,,,11/18/19,1203266.493,2406532.985,11/18/19,2406532.985,,
1.57509E+18,1229323.931,,,11/18/19,1192841.884,2385683.768,11/18/19,2385683.768,,
1.57511E+18,1223344.729,,,11/30/19,1229323.931,2458647.861,11/30/19,2458647.861,,
1.57531E+18,1221186.761,,,11/30/19,1223344.729,2446689.457,11/30/19,2446689.457,,
1.57535E+18,1222421.938,,,12/2/19,1221186.761,2442373.521,12/2/19,2442373.521,,
1.5755E+18,1189990.07,,,12/3/19,1222421.938,2444843.876,12/3/19,2444843.876,,
1.5755E+18,1190807.814,,,12/5/19,1189990.07,2379980.14,12/5/19,2379980.14,,
1.57551E+18,1191791.235,,,12/5/19,1190807.814,2381615.628,12/5/19,2381615.628,,
1.57551E+18,1193841.382,,,12/5/19,1191791.235,2383582.471,12/5/19,2383582.471,,
1.57551E+18,1194415.713,,,12/5/19,1193841.382,2387682.764,12/5/19,2387682.764,,
1.57551E+18,1196713.729,,,12/5/19,1194415.713,2388831.426,12/5/19,2388831.426,,
1.57551E+18,1196877.809,,,12/5/19,1196713.729,2393427.457,12/5/19,2393427.457,,
1.57551E+18,1196467.345,,,12/5/19,1196877.809,2393755.619,12/5/19,2393755.619,,
1.57551E+18,1196138.778,,,12/5/19,1196467.345,2392934.69,12/5/19,2392934.69,,
1.57551E+18,1196713.306,,,12/5/19,1196138.778,2392277.556,12/5/19,2392277.556,,
1.57551E+18,1196220.422,,,12/5/19,1196713.306,2393426.612,12/5/19,2393426.612,,
1.57551E+18,1195481.081,,,12/5/19,1196220.422,2392440.844,12/5/19,2392440.844,,
1.57551E+18,1192438.347,,,12/5/19,1195481.081,2390962.162,12/5/19,2390962.162,,
1.57551E+18,1192849.7,,,12/5/19,1192438.347,2384876.695,12/5/19,2384876.695,,
1.57551E+18,1192437.922,,,12/5/19,1192849.7,2385699.4,12/5/19,2385699.4,,
1.57551E+18,1192026.155,,,12/5/19,1192437.922,2384875.843,12/5/19,2384875.843,,
1.57551E+18,1189635.398,,,12/5/19,1192026.155,2384052.31,12/5/19,2384052.31,,
1.57552E+18,1188067.897,,,12/5/19,1189635.398,2379270.795,12/5/19,2379270.795,,
1.57552E+18,1192601.274,,,12/5/19,1188067.897,2376135.793,12/5/19,2376135.793,,
1.57552E+18,1191941.315,,,12/5/19,1192601.274,2385202.548,12/5/19,2385202.548,,
1.57552E+18,1199275.572,,,12/5/19,1191941.315,2383882.629,12/5/19,2383882.629,,
1.57563E+18,1208746.647,,,12/5/19,1199275.572,2398551.145,12/5/19,2398551.145,,
1.57589E+18,1194167.091,,,12/6/19,1208746.647,2417493.295,12/6/19,2417493.295,,
1.57589E+18,1194487.511,,,12/9/19,1194167.091,2388334.181,12/9/19,2388334.181,,
1.57589E+18,1194567.692,,,12/9/19,1194487.511,2388975.022,12/9/19,2388975.022,,
1.57591E+18,1182582.864,,,12/9/19,1194567.692,2389135.384,12/9/19,2389135.384,,
1.57591E+18,1183542.584,,,12/9/19,1182582.864,2365165.728,12/9/19,2365165.728,,
1.57591E+18,1185305.726,,,12/9/19,1183542.584,2367085.168,12/9/19,2367085.168,,
1.57591E+18,1185706.869,,,12/9/19,1185305.726,2370611.452,12/9/19,2370611.452,,
1.57591E+18,1185947.465,,,12/9/19,1185706.869,2371413.738,12/9/19,2371413.738,,
1.57591E+18,1185867.223,,,12/9/19,1185947.465,2371894.931,12/9/19,2371894.931,,
1.57591E+18,1186749.152,,,12/9/19,1185867.223,2371734.446,12/9/19,2371734.446,,
1.57592E+18,1187069.928,,,12/9/19,1186749.152,2373498.304,12/9/19,2373498.304,,
1.57592E+18,1187471.044,,,12/9/19,1187069.928,2374139.856,12/9/19,2374139.856,,
1.57592E+18,1188273.601,,,12/9/19,1187471.044,2374942.087,12/9/19,2374942.087,,
1.57592E+18,1187872.58,,,12/9/19,1188273.601,2376547.201,12/9/19,2376547.201,,
1.57592E+18,1188675.083,,,12/9/19,1187872.58,2375745.16,12/9/19,2375745.16,,
1.57592E+18,1188113.42,,,12/9/19,1188675.083,2377350.166,12/9/19,2377350.166,,
1.57592E+18,1188354.488,,,12/9/19,1188113.42,2376226.84,12/9/19,2376226.84,,
1.57592E+18,1188676.147,,,12/9/19,1188354.488,2376708.977,12/9/19,2376708.977,,
1.57592E+18,1188756.5,,,12/9/19,1188676.147,2377352.294,12/9/19,2377352.294,,
1.57592E+18,1188676.207,,,12/9/19,1188756.5,2377513,12/9/19,2377513,,
1.57592E+18,1188274.168,,,12/9/19,1188676.207,2377352.413,12/9/19,2377352.413,,
1.57592E+18,1188516.399,,,12/9/19,1188274.168,2376548.335,12/9/19,2376548.335,,
1.57592E+18,1182966.699,,,12/9/19,1188516.399,2377032.798,12/9/19,2377032.798,,
1.57592E+18,1183208.168,,,12/9/19,1182966.699,2365933.398,12/9/19,2365933.398,,
1.57593E+18,1180473.263,,,12/9/19,1183208.168,2366416.336,12/9/19,2366416.336,,
1.57593E+18,1180553.75,,,12/9/19,1180473.263,2360946.527,12/9/19,2360946.527,,
1.57593E+18,1179911.126,,,12/9/19,1180553.75,2361107.5,12/9/19,2361107.5,,
1.57593E+18,1180392.473,,,12/9/19,1179911.126,2359822.252,12/9/19,2359822.252,,
1.57593E+18,1181514.362,,,12/9/19,1180392.473,2360784.947,12/9/19,2360784.947,,
1.57593E+18,1176392.658,,,12/9/19,1181514.362,2363028.725,12/9/19,2363028.725,,
1.57593E+18,1178315.436,,,12/9/19,1176392.658,2352785.315,12/9/19,2352785.315,,
1.57593E+18,1178956.754,,,12/9/19,1178315.436,2356630.871,12/9/19,2356630.871,,
1.57593E+18,1179917.168,,,12/9/19,1178956.754,2357913.508,12/9/19,2357913.508,,
1.57593E+18,1179276.808,,,12/9/19,1179917.168,2359834.337,12/9/19,2359834.337,,
1.57632E+18,1161608.839,,,12/9/19,1179276.808,2358553.616,12/9/19,2358553.616,,
1.57648E+18,1151182.797,,,12/14/19,1161608.839,2323217.679,12/14/19,2323217.679,,
1.57649E+18,1145739.936,,,12/16/19,1151182.797,2302365.594,12/16/19,2302365.594,,
1.57649E+18,1145983.96,,,12/16/19,1145739.936,2291479.871,12/16/19,2291479.871,,
1.57649E+18,1144358.245,,,12/16/19,1145983.96,2291967.919,12/16/19,2291967.919,,
1.5765E+18,1146065.93,,,12/16/19,1144358.245,2288716.489,12/16/19,2288716.489,,
1.57651E+18,1144281.023,,,12/16/19,1146065.93,2292131.86,12/16/19,2292131.86,,
1.57652E+18,1144199.784,,,12/16/19,1144281.023,2288562.046,12/16/19,2288562.046,,
1.57655E+18,1153166.037,,,12/16/19,1144199.784,2288399.567,12/16/19,2288399.567,,
1.57676E+18,1101728.212,,,12/17/19,1153166.037,2306332.074,12/17/19,2306332.074,,
1.57677E+18,1101292.34,,,12/19/19,1101728.212,2203456.423,12/19/19,2203456.423,,
1.57679E+18,1101292.34,,,12/19/19,1101292.34,2202584.681,12/19/19,2202584.681,,
1.57681E+18,1104861.43,,,12/19/19,1101292.34,2202584.681,12/19/19,2202584.681,,
1.57682E+18,1098520.109,,,12/20/19,1104861.43,2209722.859,12/20/19,2209722.859,,
1.57686E+18,1102425.392,,,12/20/19,1098520.109,2197040.219,12/20/19,2197040.219,,
1.57713E+18,1097998.287,,,12/20/19,1102425.392,2204850.784,12/20/19,2204850.784,,
1.57713E+18,1100727.143,,,12/23/19,1097998.287,2195996.573,12/23/19,2195996.573,,
1.57713E+18,1100556.449,,,12/23/19,1100727.143,2201454.285,12/23/19,2201454.285,,
1.57713E+18,1100641.807,,,12/23/19,1100556.449,2201112.897,12/23/19,2201112.897,,
1.57713E+18,1101238.755,,,12/23/19,1100641.807,2201283.613,12/23/19,2201283.613,,
1.57713E+18,1102093.408,,,12/23/19,1101238.755,2202477.51,12/23/19,2202477.51,,
1.57713E+18,1101067.451,,,12/23/19,1102093.408,2204186.816,12/23/19,2204186.816,,
1.5774E+18,1057186.799,,,12/23/19,1101067.451,2202134.903,12/23/19,2202134.903,,
1.57742E+18,1050568.378,,,12/26/19,1057186.799,2114373.597,12/26/19,2114373.597,,
1.57742E+18,1048310.558,,,12/27/19,1050568.378,2101136.756,12/27/19,2101136.756,,
1.57742E+18,1048896.437,,,12/27/19,1048310.558,2096621.115,12/27/19,2096621.115,,
1.57742E+18,1046974.894,,,12/27/19,1048896.437,2097792.875,12/27/19,2097792.875,,
1.57742E+18,1048225.474,,,12/27/19,1046974.894,2093949.789,12/27/19,2093949.789,,
1.57743E+18,1047306.413,,,12/27/19,1048225.474,2096450.949,12/27/19,2096450.949,,
1.57743E+18,1049228.564,,,12/27/19,1047306.413,2094612.826,12/27/19,2094612.826,,
1.57743E+18,1049228.564,,,12/27/19,1049228.564,2098457.128,12/27/19,2098457.128,,
1.57743E+18,1048475.26,,,12/27/19,1049228.564,2098457.128,12/27/19,2098457.128,,
1.57743E+18,1048558.918,,,12/27/19,1048475.26,2096950.519,12/27/19,2096950.519,,
1.57743E+18,1047805.252,,,12/27/19,1048558.918,2097117.835,12/27/19,2097117.835,,
1.57743E+18,1047805.252,,,12/27/19,1047805.252,2095610.504,12/27/19,2095610.504,,
1.57743E+18,1046131.27,,,12/27/19,1047805.252,2095610.504,12/27/19,2095610.504,,
1.57744E+18,1042783.369,,,12/27/19,1046131.27,2092262.54,12/27/19,2092262.54,,
1.57744E+18,1042699.694,,,12/27/19,1042783.369,2085566.738,12/27/19,2085566.738,,
1.57744E+18,1042448.71,,,12/27/19,1042699.694,2085399.389,12/27/19,2085399.389,,
1.57744E+18,1046719.343,,,12/27/19,1042448.71,2084897.42,12/27/19,2084897.42,,
1.57745E+18,1043623.571,,,12/27/19,1046719.343,2093438.686,12/27/19,2093438.686,,
1.57745E+18,1032481.966,,,12/27/19,1043623.571,2087247.142,12/27/19,2087247.142,,
1.57745E+18,1028554.898,,,12/27/19,1032481.966,2064963.931,12/27/19,2064963.931,,
1.57772E+18,1080295.715,,,12/27/19,1028554.898,2057109.795,12/27/19,2057109.795,,
1.57772E+18,1075925.397,,,12/30/19,1080295.715,2160591.431,12/30/19,2160591.431,,
1.57772E+18,1076501.265,,,12/30/19,1075925.397,2151850.794,12/30/19,2151850.794,,
1.57772E+18,1078309.566,,,12/30/19,1076501.265,2153002.529,12/30/19,2153002.529,,
1.57772E+18,1078061.67,,,12/30/19,1078309.566,2156619.132,12/30/19,2156619.132,,
1.57772E+18,1078473.42,,,12/30/19,1078061.67,2156123.34,12/30/19,2156123.34,,
1.57772E+18,1080205.235,,,12/30/19,1078473.42,2156946.841,12/30/19,2156946.841,,
1.57772E+18,1085582.632,,,12/30/19,1080205.235,2160410.469,12/30/19,2160410.469,,
1.57772E+18,1087979.918,,,12/30/19,1085582.632,2171165.264,12/30/19,2171165.264,,
1.57773E+18,1083930.73,,,12/30/19,1087979.918,2175959.837,12/30/19,2175959.837,,
1.57774E+18,1083105.331,,,12/30/19,1083930.73,2167861.46,12/30/19,2167861.46,,
1.57775E+18,1081045.099,,,12/30/19,1083105.331,2166210.662,12/30/19,2166210.662,,
1.57775E+18,1080962.672,,,12/31/19,1081045.099,2162090.197,12/31/19,2162090.197,,
1.57775E+18,1081374.241,,,12/31/19,1080962.672,2161925.344,12/31/19,2161925.344,,
1.57775E+18,1081786.093,,,12/31/19,1081374.241,2162748.483,12/31/19,2162748.483,,
1.57776E+18,1083100.765,,,12/31/19,1081786.093,2163572.186,12/31/19,2163572.186,,
1.57776E+18,1084090.436,,,12/31/19,1083100.765,2166201.53,12/31/19,2166201.53,,
1.57776E+18,1082607.91,,,12/31/19,1084090.436,2168180.872,12/31/19,2168180.872,,
1.57776E+18,1079812.628,,,12/31/19,1082607.91,2165215.82,12/31/19,2165215.82,,
1.57776E+18,1078743.466,,,12/31/19,1079812.628,2159625.256,12/31/19,2159625.256,,
1.57776E+18,1079072.146,,,12/31/19,1078743.466,2157486.933,12/31/19,2157486.933,,
1.57777E+18,1079072.146,,,12/31/19,1079072.146,2158144.293,12/31/19,2158144.293,,
1.57777E+18,1080551.969,,,12/31/19,1079072.146,2158144.293,12/31/19,2158144.293,,
1.57777E+18,1081456.339,,,12/31/19,1080551.969,2161103.938,12/31/19,2161103.938,,
1.57777E+18,1081949.272,,,12/31/19,1081456.339,2162912.679,12/31/19,2162912.679,,
1.5778E+18,1080305.747,,,12/31/19,1081949.272,2163898.544,12/31/19,2163898.544,,
1.57793E+18,1073094.908,,,12/31/19,1080305.747,2160611.494,12/31/19,2160611.494,,
1.57794E+18,1070684.322,,,1/2/20,1073094.908,2146189.816,1/2/20,2146189.816,,
1.57794E+18,1074171.336,,,1/2/20,1070684.322,2141368.643,1/2/20,2141368.643,,
1.57795E+18,1072181.29,,,1/2/20,1074171.336,2148342.673,1/2/20,2148342.673,,
1.57795E+18,1072181.29,,,1/2/20,1072181.29,2144362.58,1/2/20,2144362.58,,
1.57795E+18,1071766.462,,,1/2/20,1072181.29,2144362.58,1/2/20,2144362.58,,
1.57795E+18,1074258.968,,,1/2/20,1071766.462,2143532.924,1/2/20,2143532.924,,
1.57795E+18,1076667.937,,,1/2/20,1074258.968,2148517.935,1/2/20,2148517.935,,
1.57797E+18,1072686.15,,,1/2/20,1076667.937,2153335.873,1/2/20,2153335.873,,
1.57797E+18,1072188.558,,,1/2/20,1072686.15,2145372.301,1/2/20,2145372.301,,
1.57797E+18,1072271.555,,,1/2/20,1072188.558,2144377.117,1/2/20,2144377.117,,
1.57798E+18,1070531.875,,,1/2/20,1072271.555,2144543.111,1/2/20,2144543.111,,
1.57841E+18,1141646.869,,,1/2/20,1070531.875,2141063.75,1/2/20,2141063.75,,
1.57841E+18,1133076.935,,,1/7/20,1141646.869,2283293.737,1/7/20,2283293.737,,
1.57841E+18,1135419.451,,,1/7/20,1133076.935,2266153.871,1/7/20,2266153.871,,
1.57841E+18,1134047.309,,,1/7/20,1135419.451,2270838.903,1/7/20,2270838.903,,
1.5785E+18,1117865.128,,,1/7/20,1134047.309,2268094.618,1/7/20,2268094.618,,
1.57851E+18,1121089.503,,,1/8/20,1117865.128,2235730.255,1/8/20,2235730.255,,
1.57855E+18,1116594.569,,,1/8/20,1121089.503,2242179.005,1/8/20,2242179.005,,
1.57883E+18,1116051.653,,,1/9/20,1116594.569,2233189.138,1/9/20,2233189.138,,
1.57885E+18,1123436.008,,,1/12/20,1116051.653,2232103.306,1/12/20,2232103.306,,
1.57888E+18,1127161.615,,,1/12/20,1123436.008,2246872.015,1/12/20,2246872.015,,
1.57888E+18,1124758.635,,,1/13/20,1127161.615,2254323.231,1/13/20,2254323.231,,
1.57889E+18,1113714.066,,,1/13/20,1124758.635,2249517.27,1/13/20,2249517.27,,
1.57914E+18,1231157.238,,,1/13/20,1113714.066,2227428.131,1/13/20,2227428.131,,
1.57914E+18,1227848.87,,,1/16/20,1231157.238,2462314.476,1/16/20,2462314.476,,
1.57914E+18,1209126.578,,,1/16/20,1227848.87,2455697.741,1/16/20,2455697.741,,
1.57914E+18,1204309.945,,,1/16/20,1209126.578,2418253.155,1/16/20,2418253.155,,
1.57914E+18,1204611.311,,,1/16/20,1204309.945,2408619.889,1/16/20,2408619.889,,
1.57915E+18,1207026.324,,,1/16/20,1204611.311,2409222.621,1/16/20,2409222.621,,
1.57915E+18,1205670.394,,,1/16/20,1207026.324,2414052.648,1/16/20,2414052.648,,
1.57915E+18,1201147.785,,,1/16/20,1205670.394,2411340.787,1/16/20,2411340.787,,
1.57915E+18,1206698.51,,,1/16/20,1201147.785,2402295.571,1/16/20,2402295.571,,
1.57916E+18,1209475.599,,,1/16/20,1206698.51,2413397.021,1/16/20,2413397.021,,
1.57944E+18,1186267.609,,,1/16/20,1209475.599,2418951.198,1/16/20,2418951.198,,
1.57944E+18,1181711.791,,,1/19/20,1186267.609,2372535.218,1/19/20,2372535.218,,
1.57944E+18,1178238.115,,,1/19/20,1181711.791,2363423.583,1/19/20,2363423.583,,
1.57944E+18,1181558.864,,,1/19/20,1178238.115,2356476.23,1/19/20,2356476.23,,
1.57944E+18,1181918.635,,,1/19/20,1181558.864,2363117.728,1/19/20,2363117.728,,
1.57944E+18,1179404.329,,,1/19/20,1181918.635,2363837.269,1/19/20,2363837.269,,
1.57974E+18,1170022.331,,,1/19/20,1179404.329,2358808.657,1/19/20,2358808.657,,
1.57975E+18,1167405.499,,,1/23/20,1170022.331,2340044.662,1/23/20,2340044.662,,
1.57975E+18,1170877.741,,,1/23/20,1167405.499,2334810.997,1/23/20,2334810.997,,
1.57975E+18,1167064.207,,,1/23/20,1170877.741,2341755.483,1/23/20,2341755.483,,
